State,District,Subdistt,Town/Village,Ward,EB,Level,Name,TRU,Area (in ha),TOT_P,Urb_Under_MC/VP,Class,VP/MC,VP Area,VP Population,Forest Area (in Hectares),Area under Non-Agricultural Uses (in Hectares),Barren & Un-cultivable Land Area (in Hectares),Permanent Pastures and Other Grazing Land Area (in Hectares),Land Under Miscellaneous Tree Crops etc. Area (in Hectares),Culturable Waste Land Area (in Hectares),Fallows Land other than Current Fallows Area (in Hectares),Current Fallows Area (in Hectares),Net Area Sown (in Hectares),Total Unirrigated Land Area (in Hectares),Area Irrigated by Source (in Hectares),Canals Area (in Hectares),Wells/Tube Wells Area (in Hectares),Tanks/Lakes Area (in Hectares),Waterfall Area (in Hectares),Other Source (specify) Area (in Hectares)
30,585,5611,626730,0,0,TOWN,Chimbel (CT),Urban,330,15289,VP,IV,Chimbel,1010,16812,,,,,,,,,,,,,,,,
30,586,5616,626933,0,0,TOWN,Chinchinim (CT),Urban,920,6908,VP,V,Chinchinim(CT),1190,8387,,,,,,,,,,,,,,,,
30,585,5610,626691,0,0,TOWN,Colvale (CT),Urban,1072,4818,VP,VI,Colvale,1072,4818,,,,,,,,,,,,,,,,
30,585,5611,626729,0,0,TOWN,Corlim (CT),Urban,570,6568,VP,V,Corlim,570,6568,,,,,,,,,,,,,,,,
30,586,5615,626887,0,0,TOWN,Cortalim (CT),Urban,833,9080,VP,V,Cortalim(CT),1898,12342,,,,,,,,,,,,,,,,
30,585,5611,626728,0,0,TOWN,Cumbarjua (CT),Urban,240,4917,VP,VI,Cumbarjua,374.04,5218,,,,,,,,,,,,,,,,
30,586,5616,803250,0,0,TOWN,Cuncolim (M Cl),Urban,2870,16623,MCI,IV,,,,,,,,,,,,,,,,,,,
30,586,5617,803252,0,0,TOWN,Curchorem-Cacora (M Cl),Urban,2260,22730,MCI,III,,,,,,,,,,,,,,,,,,,
30,585,5614,626870,0,0,TOWN,Curti (CT),Urban,770,16385,VP,IV,Curti-Cadepar,1881,20153,,,,,,,,,,,,,,,,
30,586,5616,626926,0,0,TOWN,Curtorim (CT),Urban,1736,12886,VP,IV,Curtorim,1736,12886,,,,,,,,,,,,,,,,
30,586,5616,626928,0,0,TOWN,Davorlim (CT),Urban,330,15350,VP,IV,Davorlim(CT),325,18407,,,,,,,,,,,,,,,,
30,585,5611,626734,0,0,TOWN,Goa Velha (CT),Urban,1010,4322,VP,VI,St. Andre (Goa Velha),1010,4322,,,,,,,,,,,,,,,,
30,585,5610,626693,0,0,TOWN,Guirim (CT),Urban,403,5036,VP,V,Guirim,403,5036,,,,,,,,,,,,,,,,
30,585,5611,626727,0,0,TOWN,Jua (CT),Urban,830,4134,VP,VI,St. Estevam,830,4134,,,,,,,,,,,,,,,,
30,585,5609,626659,0,0,TOWN,Mandrem (CT),Urban,1959,8336,VP,V,Mandrem,1959,8336,,,,,,,,,,,,,,,,
30,585,5610,803242,0,0,TOWN,Mapusa (M Cl),Urban,1132,39989,MCI,III,,,,,,,,,,,,,,,,,,,
30,585,5614,626867,0,0,TOWN,Marcaim (CT),Urban,1250,6215,VP,V,Marcaim,1250,6215,,,,,,,,,,,,,,,,
30,586,5616,803249,0,0,TOWN,Margao (M Cl),Urban,1510,87650,MCI,II,,,,,,,,,,,,,,,,,,,
30,585,5611,626735,0,0,TOWN,Mercurim (CT),Urban,260,4970,VP,VI,St.Lawerence(Agassaim),260,4970,,,,,,,,,,,,,,,,
30,585,5610,626692,0,0,TOWN,Moira (CT),Urban,389,4299,VP,VI,Moira,389,4299,,,,,,,,,,,,,,,,
30,585,5609,626661,0,0,TOWN,Morjim (CT),Urban,997,6760,VP,V,Parcem,997,6760,,,,,,,,,,,,,,,,
30,586,5615,803248,0,0,TOWN,Mormugao (M Cl),Urban,2736,94393,MCI,II,,,,,,,,,,,,,,,,,,,
30,585,5611,626731,0,0,TOWN,Murda (CT),Urban,190,7517,VP,V,Merces,330,16812,,,,,,,,,,,,,,,,
30,586,5616,626930,0,0,TOWN,Navelim (CT),Urban,530,12323,VP,IV,Navelim(CT),530,12323,,,,,,,,,,,,,,,,
30,585,5610,626698,0,0,TOWN,Nerul (CT),Urban,985,5042,VP,V,Nerul,985,5042,,,,,,,,,,,,,,,,
30,586,5616,626924,0,0,TOWN,Nuvem (CT),Urban,1100,9288,VP,V,Nuvem(CT),1100,9288,,,,,,,,,,,,,,,,
30,585,5613,626842,0,0,TOWN,Onda (CT),Urban,793,5863,VP,V,Onda,2517.06,9014,,,,,,,,,,,,,,,,
30,585,5614,626866,0,0,TOWN,Orgao (CT),Urban,350,4602,VP,VI,Tivrem-Orgao,560,6480,,,,,,,,,,,,,,,,
30,585,5612,626764,0,0,TOWN,Pale (CT),Urban,1350,6043,VP,V,Pale - Cotombi,1716.78,6634,,,,,,,,,,,,,,,,
30,585,5611,803243,0,0,TOWN,Panaji (M Corp.),Urban,2101,40017,MCI,II,Panaji,980,15306,,,,,,,,,,,,,,,,
30,585,5609,626660,0,0,TOWN,Parcem (CT),Urban,1044,4627,VP,VI,Parcem,1044,4627,,,,,,,,,,,,,,,,
30,585,5610,626701,0,0,TOWN,Penha-de-Franca (CT),Urban,542,15342,VP,IV,Penha-de-Franca,542,15342,,,,,,,,,,,,,,,,
30,585,5609,803241,0,0,TOWN,Pernem (M Cl),Urban,252,5021,MCI,V,,,,,,,,,,,,,,,,,,,
30,585,5610,626700,0,0,TOWN,Pilerne (CT),Urban,654,5827,VP,V,Pilerne - Marra,980.56,7815,,,,,,,,,,,,,,,,
30,585,5614,803247,0,0,TOWN,Ponda (M Cl),Urban,520,22664,MCI,III,,,,,,,,,,,,,,,,,,,
30,585,5614,626868,0,0,TOWN,Priol (CT),Urban,1392,8164,VP,V,Velinga-Priol-Cuncoliem,2224,11470,,,,,,,,,,,,,,,,
30,585,5614,626871,0,0,TOWN,Quela (CT),Urban,540,6852,VP,V,Queula,540,6852,,,,,,,,,,,,,,,,
30,586,5617,803251,0,0,TOWN,Quepem (M Cl),Urban,1410,14795,MCI,IV,,,,,,,,,,,,,,,,,,,
30,586,5616,626925,0,0,TOWN,Raia (CT),Urban,1500,10706,VP,IV,Raia(CT),1500,10706,,,,,,,,,,,,,,,,
30,585,5610,626699,0,0,TOWN,Reis Magos (CT),Urban,761,8053,VP,V,Reis- Magos,761,8053,,,,,,,,,,,,,,,,
30,585,5610,626696,0,0,TOWN,Saligao (CT),Urban,586,6280,VP,V,Saligao,586,6280,,,,,,,,,,,,,,,,
30,585,5610,626702,0,0,TOWN,Salvador do Mundo (CT),Urban,1159,6373,VP,V,Salvador -do- Mundo,1159,6373,,,,,,,,,,,,,,,,
30,586,5615,626886,0,0,TOWN,Sancoale (CT),Urban,2348,21923,VP,III,Sancoale(CT),2348,21923,,,,,,,,,,,,,,,,
30,586,5618,803253,0,0,TOWN,Sanguem (M Cl),Urban,490,6444,MCI,V,,,,,,,,,,,,,,,,,,,
30,585,5612,803245,0,0,TOWN,Sanquelim (M Cl),Urban,1470,13651,MCI,IV,,,,,,,,,,,,,,,,,,,
30,586,5618,627021,0,0,TOWN,Sanvordem (CT),Urban,510,5103,VP,V,Sanvordem(CT),2558,7804,,,,,,,,,,,,,,,,
30,586,5616,626927,0,0,TOWN,Sao Jose de Areal (CT),Urban,1220,10229,VP,IV,"Sao Jose de
Areal(CT)",1220,10229,,,,,,,,,,,,,,,,
30,585,5610,626690,0,0,TOWN,Siolim (CT),Urban,1222,10936,VP,IV,Siolim- Sodiem,1222,10936,,,,,,,,,,,,,,,,
30,585,5610,626703,0,0,TOWN,Socorro (CT),Urban,1250,12908,VP,IV,Socorro (serula),1250,12908,,,,,,,,,,,,,,,,
30,585,5614,626873,0,0,TOWN,Usgao (CT),Urban,2540,12436,VP,IV,Usgao-Gangem,3084.05,12909,,,,,,,,,,,,,,,,
30,585,5613,803246,0,0,TOWN,Valpoi (M Cl),Urban,1170,8532,MCI,V,,,,,,,,,,,,,,,,,,,
30,586,5616,626932,0,0,TOWN,Varca (CT),Urban,820,5439,VP,V,Varca(CT),820,5439,,,,,,,,,,,,,,,,
30,586,5616,626923,0,0,TOWN,Verna (CT),Urban,1500,6632,VP,V,Verna(CT),1500,6632,,,,,,,,,,,,,,,,
30,586,5617,626969,0,0,TOWN,Xeldem (CT),Urban,1000,7434,VP,V,Xeldem(CT),2200,8563,,,,,,,,,,,,,,,,
